,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango,closest_metro,dist_closest_metro,closest_super,closest_super_dist
3521,3726,San Miguel,4.0,2.0,1.0,,245.0,6950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/cuarta-transversal/6080373,28.0,735.9,alto,CIUDAD DEL NIÑO,0.8266668648548754,Conchalí,2.4281281861087805
3522,3727,Pudahuel,4.0,3.0,1.0,,173.0,6200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-del-canal-20969/6588424,36.0,471.9,medio,PUDAHUEL,11.763654364003278,Unimarc,3.7300224523731975
3523,3728,Lo Barnechea,6.0,5.0,3.0,,739.0,26000.0,https://chilepropiedades.cl/ver-publicacion/venta-nueva/lo-barnechea/casa/camino-huinganal/6691867,35.0,276.8,bajo,LOS DOMINICOS,8.31087107485513,El Gabino,1.6083120508541586
3524,3729,Quinta Normal,5.0,1.0,2.443019943019943,No,250.0,4000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/nunez-de-balboa/6746821,16.0,745.1,alto,BLANQUEADO,2.276731058385076,San Pablo,2.392246876131406
3525,3731,Las Condes,3.0,4.0,3.0,No,300.0,17990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/hermanos-cabot-capitan-crosbie/5496321,60.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
3526,3732,Quilicura,3.0,1.0,1.0,No,144.0,3875.24,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/mr-55208-av-bernardo-ohiggins-mrmr-del-trigal/5981188,27.0,409.6,medio,LOS LIBERTADORES,5.449183381248498,Express de Lider,0.6356074683662621
3527,3733,Buin,3.0,2.0,1.0,,112.0,2488.97,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/ribera-sur/5052924,22.0,435.1,medio,PLAZA DE PUENTE ALTO,13.025697635108774,Unimarc,3.980372064751065
3528,3734,Maipú,4.0,3.0,2.0,,140.0,5510.4,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/cam-el-bosque-221/6370399,39.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3529,3735,Santiago,3.0,1.0,1.0,,132.0,4095.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pje-los-trenes-4513/6691060,31.0,1183.1,crítico,PLAZA DE ARMAS,0.0577957445561542,Express de Lider,0.2421656996236552
3530,3736,Peñalolén,4.0,1.0,1.0,No,92.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/yc-53772-av-las-torresyc-53772-los-verdurelos/5496004,27.0,415.5,medio,FERNANDO CASTILLO VELASCO,5.9055194766508015,Consistorial,3.3343236842717343
3531,3737,Macul,3.0,1.0,2.443019943019943,No,162.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/purranquejorge-gonzalez-bastias/5002732,29.0,501.9,medio,LAS TORRES,1.4612949816661576,Central Mayorista,1.9021406192389676
3532,3738,Colina,3.0,2.0,2.443019943019943,No,70.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/barrio-portezuelo-aggeneral-san-martin/6290892,61.0,421.3,medio,LOS LIBERTADORES,16.853625208116238,Talagante Cordillera ,0.904277994211981
3533,3739,La Florida,3.0,5.0,2.443019943019943,No,1000.0,44000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/panama-con-santa-julia/2658528,44.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
3534,3740,Macul,3.0,1.0,1.0,,140.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/cardenal-carlos-oviedo-cavada-4755-casa-d-villa-universidad-catolica-macul-santiago/5857969,33.0,501.9,medio,LAS TORRES,1.4612949816661576,Central Mayorista,1.9021406192389676
3535,3741,Conchalí,3.0,3.0,3.0,,200.0,6773.79,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/eibar-1542/3166902,34.0,492.1,medio,CONCHALI,0.7876853704745095,Dorsal,0.9497612499874069
3536,3742,Lo Barnechea,4.0,4.0,3.0,,1369.0,1.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-huinganal/6690624,0.0,276.8,bajo,LOS DOMINICOS,8.31087107485513,El Gabino,1.6083120508541586
3537,3743,Lo Barnechea,5.0,4.0,2.0,No,378.0,14490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pie-andino/6328016,38.0,276.8,bajo,HERNANDO DE MAGALLANES,9.371251384180072,Jumbo Los Trapenses ,1.9229539081649187
3538,3744,Independencia,7.0,2.0,2.443019943019943,No,475.0,9166.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/av-independenciabelgica/5848581,19.0,561.4,alto,LOS DOMINICOS,2697.420964800069,Unimarc,853.9600216888103
3539,3745,Lo Barnechea,4.0,4.0,1.0,No,1600.0,32600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/cerro-la-palomacerro-punta-de-damas/3725098,20.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
3540,3746,Peñaflor,5.0,4.0,2.0,No,5050.0,14900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/colonia-alemana-penaflor/6367812,3.0,284.4,bajo,LOS DOMINICOS,10368.640618653786,Jumbo Chamisero,64.49704335126972
3541,3747,Puente Alto,3.0,2.0,1.0,,113.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/san-francisco-2255/5453944,26.0,369.1,medio,PROTECTORA DE LA INFANCIA,0.9539222591498528,Puente Alto ,0.8961708615298138
3542,3748,Conchalí,3.0,1.0,2.443019943019943,,115.0,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/alemania/3604008,21.0,492.1,medio,VIVACETA,0.9769651804217324,Dorsal,1.1652422090259975
3543,3749,Lo Barnechea,6.0,6.0,4.0,,1250.0,27800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-dehesa/6690328,22.0,276.8,bajo,LOS DOMINICOS,6.598495685968218,Jumbo La Dehesa ,0.6192004176311321
3544,3750,Maipú,2.0,1.0,1.0,,114.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/simon-bolivar/5689112,25.0,370.9,medio,LOS DOMINICOS,626.8617563786862,Unimarc,9.69009210270012
3545,3751,Colina,4.0,4.0,4.0,No,607.0,14750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/avenida-padre-sergio-correa/6746702,24.0,421.3,medio,LOS LIBERTADORES,12.912679902970536,Piedra Roja ,0.7502936114332575
3546,3752,El Bosque,3.0,4.0,4.0,No,280.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/yc-51509-gran-av-jose-miguel-carrerayc-51509-rossini/4961157,28.0,408.1,medio,LOS LIBERTADORES,6049.388115283039,Colina ,411.91513553454143
3547,3753,La Florida,3.0,2.0,4.0,No,500.0,8979.21,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/brasil-con-rojas-magallanes/6446939,18.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
3548,3754,Maipú,4.0,3.0,1.0,No,90.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/calle-original-con-pasaje-santa-flor-sur/6632001,47.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3549,3755,Colina,3.0,2.0,1.0,,123.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/tamarindo/5045743,31.0,421.3,medio,LOS LIBERTADORES,17.345239454900362,Talagante Cordillera ,1.1761720540693437
3550,3756,Cerrillos,4.0,1.0,4.0,,281.0,6301.2,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/las-americas-484/6068165,22.0,729.4,alto,CERRILLOS,1.7443990358443582,Unimarc,1.174240870682295
3551,3757,Puente Alto,5.0,1.0,1.0,No,139.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/la-mosqueta/6746675,19.0,369.1,medio,PLAZA DE PUENTE ALTO,2.30050068090171,Plazuela Independencia,2.3692503297552445
3552,3758,Padre Hurtado,2.0,3.0,2.0,No,180.0,5500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/6295301,31.0,318.8,medio,PLAZA DE PUENTE ALTO,425.6972226855156,Express de Lider,28.0018157004582
3553,3759,La Florida,4.0,1.0,1.0,No,144.0,3056.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6537435,21.0,541.5,alto,BELLAVISTA DE LA FLORIDA,0.1179721158528139,Lider,0.1364128296960149
3554,3760,Peñaflor,4.0,4.0,1.0,No,5000.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/autopista-del-solav-manuel-castillo/2994168,3.0,284.4,bajo,LOS DOMINICOS,10368.640618653786,Jumbo Chamisero,64.49704335126972
3555,3761,Santiago,5.0,1.0,3.0,,196.0,3623.19,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/de-la-glorieta/6452928,18.0,1183.1,crítico,PLAZA DE MAIPU,2.370418858775752,Express de Lider,2.0984809477300805
3556,3762,Puente Alto,3.0,2.0,2.0,,312.0,6500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/hacienda-el-penon/5986792,21.0,369.1,medio,LAS MERCEDES,6.60733546044769,Express de Lider,3.198385711067446
3557,3763,Puente Alto,5.0,3.0,1.0,,168.0,6810.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/mykonos/6689342,41.0,369.1,medio,LAS MERCEDES,1.4046092551167193,Plazuela Independencia,1.4473807567333288
3558,3764,Santiago,1.0,3.0,2.0,No,1125.9585436648158,9873.35,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/chicureo/6536579,9.0,1183.1,crítico,LOS LIBERTADORES,10.681114998930164,Piedra Roja ,1.770069453859165
3559,3765,Conchalí,4.0,3.0,2.443019943019943,No,203.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/casa-2-pisos-en-poblacion-santa-elisa/5788722,12.0,492.1,medio,VIVACETA,0.4533231667971888,Dorsal,1.6558806329707816
3560,3766,Providencia,6.0,2.0,2.443019943019943,No,572.0,20995.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/miguel-clarodalmacia/1370186,37.0,1567.1,crítico,LOS LIBERTADORES,3898.883442417413,Express de Lider,342.29714237761084
3561,3767,Pudahuel,4.0,2.0,2.0,No,11.0,2205.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/isla-nueva-pudahuel/6518849,200.0,471.9,medio,PUDAHUEL,11.763654364003278,Unimarc,3.7300224523731975
3562,3768,Puente Alto,2.0,1.0,1.0,,110.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/claudio-arrau-3759/6118199,23.0,369.1,medio,ELISA CORREA,1.8782667586704231,Mall Plaza Tobalaba ,0.593731759762904
3563,3769,Renca,5.0,2.0,1.0,Sí,300.0,12600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/domingo-santa-maria/6454947,42.0,479.8,medio,VIVACETA,3.003466602179242,Unimarc,0.6309036984851394
3564,3770,Santiago,2.0,1.0,2.0,,78.0,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/el-quenual-110/6689255,22.0,1183.1,crítico,LOS LIBERTADORES,20.648255570765947,Unimarc,2.114339093113943
3565,3771,Santiago,3.0,1.0,1.0,No,111.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/alfredo-rosende/6746292,45.0,1183.1,crítico,ZAPADORES,0.2641875199208993,Lider,1.4523203832069973
3566,3772,Colina,6.0,7.0,7.0,No,5050.0,28621.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/condominio-el-algarrobal-ii-calle-los-fundos/4812917,6.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
3567,3773,Colina,5.0,5.0,2.443019943019943,No,1000.0,18000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/se-reciben-ofertascolina/3429349,18.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
3568,3774,Santiago,7.0,3.0,1.0,No,498.0,13400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/erasmo-escala/5714065,27.0,1183.1,crítico,ESTACION CENTRAL,0.5035008918561595,Express de Lider,0.6206208705789835
3569,3775,La Florida,3.0,2.0,1.0,,199.6,4450.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/alonso-de-ercilla-7688/6370560,22.0,541.5,alto,VICUÑA MACKENNA L4,0.6831971628612693,La Florida ,0.6380482194026904
3570,3776,San Bernardo,2.0,1.0,2.443019943019943,,52.0,1260.24,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/volcan-lanin-15044/3579858,24.0,598.2,alto,LOS LIBERTADORES,3919.78952123141,Express de Lider,397.62158889358886
3571,3777,Santiago,3.0,1.0,1.0,,118.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ernesto-pinto-lagarrigue-5256/6273225,39.0,1183.1,crítico,BAQUEDANO L5,0.6281112452075094,Express de Lider,0.5180953583006968
3572,3778,Conchalí,4.0,2.0,2.443019943019943,No,189.0,3990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/estacion-de-metro-cardenal-caro/6745408,21.0,492.1,medio,VIVACETA,0.4533231667971888,Dorsal,1.6558806329707816
3573,3779,Las Condes,6.0,3.0,2.0,No,295.0,18000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/3172/6525881,61.0,465.6,medio,LOS LIBERTADORES,6745.796523182885,Lo Campino,6.9667981442411255
3574,3780,Maipú,5.0,3.0,4.0,No,240.0,7530.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/miguel-rodriguez-zenteno-jorge-andres-guerra/5840452,31.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3575,3781,Recoleta,2.0,1.0,3.0,No,164.0,2690.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/calle-cooperativa-cercano-a-metro-vespucio-norte/6516769,16.0,962.8,crítico,EINSTEIN,0.9766396574873636,Lider,1.0726976868800553
3576,3782,Lo Barnechea,4.113060917523189,5.0,2.443019943019943,,3750.0,14100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan-refugios/5110566,4.0,276.8,bajo,LOS DOMINICOS,9.63999396918989,Express de Lider,2.6302856676720983
3577,3783,Puente Alto,3.0,2.0,4.0,,203.0,2740.71,https://chilepropiedades.cl/ver-publicacion/venta-nueva/puente-alto/casa/avenida-eyzaguirre/5950318,14.0,369.1,medio,PLAZA DE PUENTE ALTO,3.0846775227427248,Superbodega Acuenta,0.2341419885937829
3578,3784,Pudahuel,3.0,1.0,2.443019943019943,,1125.9585436648158,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/oceano-pacifico-189/6688821,2.0,471.9,medio,LAGUNA SUR,1.39744459674283,La Travesía,1.6650475453650628
3579,3785,Providencia,6.0,4.0,3.0,No,420.0,21500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/holanda-campus-oriente-uc/6745296,51.0,1567.1,crítico,LOS LIBERTADORES,3898.883442417413,Express de Lider,342.29714237761084
3580,3786,La Cisterna,8.0,4.0,4.0,No,600.0,11700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/trinidad-ramirez/6199683,20.0,794.1,crítico,LA CISTERNA L2,1.5485768658268189,Jumbo Maipú,0.8477737464268778
3581,3787,Maipú,3.0,1.0,1.0,Sí,145.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/lumensegunda-transversal/5844936,24.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3582,3789,San Miguel,3.0,3.0,1.0,Sí,150.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolas-1321/5553519,63.0,735.9,alto,LOS DOMINICOS,1130.6819045953364,Jumbo Puente Alto (Plaza Puente),452.64595843508886
3583,3790,La Pintana,3.0,1.0,1.0,,128.0,2107.75,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-pintana/casa/avenida-lo-martinez/5950356,16.0,421.2,medio,SANTA ROSA,3.869544924683535,La Pintana,1.07696988841752
3584,3791,Santiago,4.0,3.0,3.0,,124.0,4221.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ingeniero-eduardo-dominguez/6279663,34.0,1183.1,crítico,SANTIAGO BUERAS,2.478308350631145,La Farfana,0.6925441663401977
3585,3792,Puente Alto,3.0,1.0,2.0,No,110.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-gabriela-oriente-av-las-nieves-oriente/4812981,32.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
3586,3793,Puente Alto,2.0,1.0,1.0,No,90.0,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6380419,19.0,369.1,medio,PROTECTORA DE LA INFANCIA,1.3702824057646843,Express de Lider,1.1793406352206652
3587,3794,Peñalolén,7.0,2.0,1.0,No,172.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-la-laguna-amav-grecia-am/5491521,23.0,415.5,medio,FERNANDO CASTILLO VELASCO,5.9055194766508015,Consistorial,3.3343236842717343
3588,3795,Lo Barnechea,5.0,5.0,2.0,No,305.0,19900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jardin-de-la-dehesa-colegio-newland-condominio-parque-los-castanos/6628359,65.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
3589,3796,La Granja,3.0,1.0,2.443019943019943,,68.0,1890.36,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/padre-esteban-gumucio-vives/6448807,28.0,518.7,medio,PEDRERO,2.321225300556509,Lider,2.8354780445820547
3590,3797,Maipú,4.0,3.0,1.0,,103.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/mar-del-norte/6280827,44.0,370.9,medio,SANTIAGO BUERAS,2.020496378508573,La Farfana,0.4435650057034676
3591,3798,Cerro Navia,6.0,3.0,4.0,,162.0,3570.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/mapocho-norte-oliveto/5415777,22.0,423.0,medio,PUDAHUEL,2.23535472958769,Catamarca,0.8633270033632695
3592,3799,La Reina,6.0,4.0,2.443019943019943,No,1150.0,22950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola/6745174,20.0,565.4,alto,FERNANDO CASTILLO VELASCO,1.9098233907021072,Plaza Don Carlos,0.5741976614250841
3593,3800,Colina,6.0,2.0,5.0,No,1181.0,6700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/esmeralda/5437171,6.0,421.3,medio,LOS LIBERTADORES,20.8395705672071,Talagante Cordillera ,4.549644650965222
3594,3801,Ñuñoa,4.0,3.0,2.0,No,132.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/rosita-renard-con-pucara/5832266,60.0,589.1,alto,CHILE-ESPAÑA,0.3176693256994786,Lider,0.1432822431729541
3595,3802,Conchalí,3.0,3.0,5.0,No,800.0,12287.33,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/lanin/6632103,15.0,492.1,medio,VIVACETA,0.3632678395295677,Dorsal,1.925846613780763
3596,3803,Renca,5.0,2.0,1.0,,114.0,2615.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/los-acacios-1846/4990001,23.0,479.8,medio,CONCHALI,2.495222006905257,Renca,0.0576519620312274
3597,3804,La Florida,5.0,4.0,2.0,,255.0,8700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-olivos-5062/6564148,34.0,541.5,alto,,,,
3598,3805,La Cisterna,6.0,3.0,2.0,,195.0,4750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/trinidad-ramirez-01100/4658757,24.0,794.1,crítico,LA CISTERNA L2,1.5485768658268189,Jumbo Maipú,0.8477737464268778
3599,3806,La Reina,6.0,3.0,2.443019943019943,No,1150.0,38990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/plaza-chile-peru-centro-de-la-reina/5351609,34.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
3600,3807,Colina,6.0,3.0,2.443019943019943,No,4000.0,13500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/chacabuco-a-20min-de-chicureo-por-autopista-los-libertadores-casas-de-chacabuco-colina-rm/5784732,3.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
3601,3808,San Miguel,2.0,1.0,2.443019943019943,No,1000.0,10239.45,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/propiedad-de-1000-m2-en-villa-atacama/4857772,10.0,735.9,alto,LOS LIBERTADORES,8818.91589876273,Express de Lider,1906.84783552127
3602,3809,Maipú,3.0,1.0,2.0,No,124.0,3460.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-8-min-del-metro-monte-tabor/6632667,28.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3603,3811,Cerro Navia,3.0,1.0,1.0,,160.0,2110.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/jjperez-con-tte-cruz/5928715,13.0,423.0,medio,PUDAHUEL,2.23535472958769,Catamarca,0.8633270033632695
3604,3812,Santiago,4.0,3.0,2.0,,173.0,5700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/liquidambar-uno/6685083,33.0,1183.1,crítico,PLAZA DE MAIPU,5.909671592493176,Express de Lider,0.958196354928896
3605,3813,Colina,4.0,1.0,1.0,,77.8,1890.36,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/gonzalo-rojas/5922213,24.0,421.3,medio,LOS LIBERTADORES,20.307815315016683,Talagante Cordillera ,3.7631716288434975
3606,3815,Ñuñoa,4.0,3.0,2.0,No,132.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/rosita-renard/6541886,60.0,589.1,alto,PRINCIPE DE GALES,0.1924011197906182,Jumbo Bilbao,0.80669222033956
3607,3816,Buin,2.0,2.0,2.0,No,119.0,2370.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/juan-rodriguez-a-cuadras-camino-buin-maipo/6629066,20.0,435.1,medio,PLAZA DE PUENTE ALTO,20.47522551893628,Unimarc,12.047918569536938
3608,3817,Huechuraba,4.0,4.0,3.0,,215.0,8550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/el-sauce-1244/6326166,40.0,536.5,alto,LOS LIBERTADORES,2.0261663578647844,Unimarc,1.093348887965159
3609,3818,Puente Alto,2.0,1.0,1.0,,54.0,2457.47,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/paimun-poniente/6383759,46.0,369.1,medio,PROTECTORA DE LA INFANCIA,2.715248929195763,Express de Lider,1.4617296663862778
3610,3819,Santiago,2.0,1.0,1.0,Sí,1125.9585436648158,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/las-uvas/6685052,2.0,1183.1,crítico,BARRANCAS,1.1941745159771049,La Travesía,1.3336181809559753
3611,3820,Maipú,4.0,2.0,1.0,,169.0,4161.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/santa-enriqueta/6443359,25.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
3612,3822,Santiago,6.0,4.0,2.443019943019943,No,298.45,24700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santa-victoria-metro-santa-isabel-metro-santa-lucia/6587650,83.0,1183.1,crítico,PLAZA DE ARMAS,0.0577957445561542,Express de Lider,0.2421656996236552
3613,3823,Puente Alto,3.0,2.0,2.0,,200.47,4278.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/ojos-de-agua-7583/6558629,21.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
3614,3825,Maipú,4.0,3.0,1.0,,121.0,3800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/canela-sur/6571170,31.0,370.9,medio,PLAZA DE MAIPU,4.964868305761722,"El Bosque, Maipú",2.282060396215885
3615,3826,Buin,3.0,3.0,2.0,,177.0,4505.36,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/linderos/6685024,25.0,435.1,medio,PLAZA DE PUENTE ALTO,22.4879425462316,Unimarc,14.7712802625025
3616,3827,Puente Alto,3.0,1.0,2.0,,90.0,2500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/apostol-timoteo-4136/5335034,28.0,369.1,medio,PLAZA DE PUENTE ALTO,4.815263899793761,La Pintana,3.974349515944023
3617,3828,Colina,5.0,3.0,4.0,No,5031.0,14550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/camino-chicureocamino-los-ingleses/6366723,3.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
3618,3829,Puente Alto,3.0,2.0,5.0,,200.0,4347.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/luis-matte-larrain/6550244,22.0,369.1,medio,PROTECTORA DE LA INFANCIA,0.4176858165026966,Puente Alto ,1.221903152491263
3619,3830,San Miguel,2.0,1.0,2.443019943019943,No,61.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/casa-de-2d-y-1b-en-san-miguel/6632613,34.0,735.9,alto,LOS LIBERTADORES,8818.91589876273,Express de Lider,1906.84783552127
3620,3831,Las Condes,5.0,2.0,2.0,,200.0,19500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/leon-3800/6442375,98.0,465.6,medio,LOS DOMINICOS,4.004538078378122,Cantagallo,0.5356276478207864
3621,3832,San Bernardo,3.0,1.0,5.0,,668.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/eucaliptus/6570798,12.0,598.2,alto,LA CISTERNA L2,8.721843222860432,Talagante Plaza ,1.1739658656036571
3622,3833,Maipú,3.0,2.0,2.0,,100.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/galio-1706/5287599,27.0,370.9,medio,PLAZA DE MAIPU,2.690821990086532,Express de Lider,1.0799276947550542
