,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango,closest_metro,dist_closest_metro,closest_super,closest_super_dist
711,740,Quinta Normal,3.0,2.0,2.0,,104.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/leonor-de-la-corte/6830354,29.0,745.1,alto,LO PRADO,0.7085535972720307,San Pablo,1.13733756836858
712,741,La Reina,5.0,3.0,2.0,No,750.0,20500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-larrain/5376309,27.0,565.4,alto,PLAZA EGAÑA,0.0393084387325985,Larraín,0.0
713,742,Peñalolén,4.0,4.0,2.443019943019943,No,789.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/arboretum-las-cortezas/6610002,21.0,415.5,medio,FERNANDO CASTILLO VELASCO,4.37058250543983,Consistorial,1.9861133836705585
714,743,San Miguel,4.0,2.0,2.443019943019943,No,531.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenida-agdepartamental/6353217,18.0,735.9,alto,LOS LIBERTADORES,8818.91589876273,Express de Lider,1906.84783552127
715,744,Las Condes,4.0,4.0,4.0,No,273.0,15000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/rio-loa/5896126,55.0,465.6,medio,LOS DOMINICOS,1.008811278032289,Los Dominicos ,0.6625002203248082
716,745,La Reina,5.0,4.0,2.443019943019943,No,140.0,12800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/mosenor-edwardsreina-victoria/6823976,91.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
717,746,Santiago,5.0,3.0,1.0,No,240.0,9136.74,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ricardo-cummingssanta-monica/5660697,38.0,1183.1,crítico,PLAZA DE ARMAS,0.0577957445561542,Express de Lider,0.2421656996236552
718,747,Santiago,3.0,3.0,3.0,,123.0,3623.19,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/el-abrazo/6474495,29.0,1183.1,crítico,LO PRADO,2.775402230116158,Catamarca,2.4223409494524653
719,748,La Cisterna,4.0,2.0,2.0,No,240.0,5041.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/entre-copihues-y-los-aromos/6830328,21.0,794.1,crítico,EL PARRON,0.4229712777521749,Intermodal,1.0228898350797733
720,749,Talagante,4.113060917523189,2.630757613893783,1.0,No,1637.0,20893.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/21-de-mayoesmeralda-fco-chacon/2968947,13.0,399.3,medio,PLAZA DE MAIPU,23.424524709926807,Peñaflor ,7.178286275953082
721,750,Puente Alto,3.0,1.0,1.0,No,76.0,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/4-orientetimbal/5723212,31.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
722,751,Paine,5.0,2.0,2.443019943019943,No,140.0,3387.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/del-villar-amjuan-nunes-am/6353235,24.0,328.3,medio,PLAZA DE PUENTE ALTO,26.82212435234387,Unimarc,19.779700410502212
723,752,Puente Alto,3.0,1.0,1.0,No,73.0,2615.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/sargento-menadieravenida-juanita/5637323,36.0,369.1,medio,PLAZA DE PUENTE ALTO,3.59625458177118,Plazuela Independencia,3.802053633245353
724,754,Las Condes,3.0,2.0,2.443019943019943,No,600.0,18500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/estadio-israelita-hopital-fach-bocaccio/5832143,31.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
725,755,Buin,3.0,3.0,2.0,,170.62,4200.0,https://chilepropiedades.cl/ver-publicacion/venta-nueva/buin/casa/victor-troncoso-munoz/5968574,25.0,435.1,medio,PLAZA DE PUENTE ALTO,19.07874589575468,Unimarc,11.31526900313004
726,756,Estación Central,4.0,2.0,1.0,No,200.0,5482.04,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/ycm-52495-aeropuertoycm-52495-nocedal/5079793,27.0,793.1,crítico,LAS REJAS,0.6253800056062887,Express de Lider,0.1739549408131728
727,757,Paine,4.0,4.0,2.0,No,5000.0,9500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/paine-region-metropolitana/5100336,2.0,328.3,medio,PLAZA DE PUENTE ALTO,27.606955808882088,Unimarc,20.542470901465396
728,758,La Florida,3.0,1.0,5.0,No,495.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6601028,10.0,541.5,alto,BELLAVISTA DE LA FLORIDA,0.1179721158528139,Lider,0.1364128296960149
729,759,San Bernardo,2.0,2.0,2.0,No,110.0,2400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/mateo-de-toro-y-zambrano-con-colbun/6722228,22.0,598.2,alto,LOS LIBERTADORES,3919.78952123141,Express de Lider,397.62158889358886
730,760,Ñuñoa,4.0,3.0,3.0,No,132.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/rosita-1000/6731816,62.0,589.1,alto,PRINCIPE DE GALES,0.1924011197906182,Jumbo Bilbao,0.80669222033956
731,761,Maipú,3.0,3.0,2.0,No,160.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/6823826,32.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
732,762,Puente Alto,2.0,1.0,2.443019943019943,No,63.0,1937.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/la-fragua-amluis-matte-larrin-am/6509716,31.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
733,763,Pudahuel,4.0,2.0,2.0,,184.0,5525.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/loa/6700046,30.0,471.9,medio,PUDAHUEL,11.763654364003278,Unimarc,3.7300224523731975
734,764,Maipú,3.0,2.0,1.0,No,150.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/5866265,26.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
735,766,Quilicura,3.0,2.0,1.0,No,123.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/6194829,31.0,409.6,medio,LOS LIBERTADORES,4.096254508505572,Quilicura ,1.179663476824502
736,767,Macul,4.0,3.0,1.0,No,112.0,5434.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/avenida-pintor-benito-rebolledo-macul/6617958,49.0,501.9,medio,LAS TORRES,1.4612949816661576,Central Mayorista,1.9021406192389676
737,768,La Cisterna,4.0,3.0,4.0,No,500.0,7971.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/jose-ureta-esquina-maria/6509551,16.0,794.1,crítico,EL PARRON,0.4229712777521749,Intermodal,1.0228898350797733
738,769,Recoleta,3.0,4.0,2.443019943019943,No,302.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/zapadoressanta-ana/5662847,15.0,962.8,crítico,ZAPADORES,0.943313707317996,Ciudad Empresarial ,1.2453139988731
739,770,Las Condes,2.0,3.0,1.0,No,200.0,5500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/rio-guadiana-paul-harris/6508027,28.0,465.6,medio,LOS DOMINICOS,0.9834474945158248,Los Dominicos ,0.6264535057126226
740,771,Santiago,4.0,2.0,1.0,,70.0,1795.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cerro-abanico/6709587,26.0,1183.1,crítico,FERNANDO CASTILLO VELASCO,8.646521469297499,Consistorial,6.5974589228558616
741,772,Colina,3.0,3.0,2.443019943019943,No,600.0,14500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/sergio-correa-11000/6830064,24.0,421.3,medio,LOS LIBERTADORES,12.912679902970536,Piedra Roja ,0.7502936114332575
742,773,Lo Barnechea,5.0,5.0,4.0,No,451.0,34000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/paseo-de-alcala/6700872,75.0,276.8,bajo,LOS DOMINICOS,8.594142079312443,Jumbo Los Trapenses ,1.0533193717347364
743,774,Vitacura,6.0,5.0,2.443019943019943,No,390.0,25000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/tabancura/1933271,64.0,593.7,alto,LOS DOMINICOS,3.2374452816781165,Express de Lider,0.5386023424843559
744,775,Macul,5.0,1.0,3.0,No,420.0,10900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/cercano-a-villa-macul/5738773,26.0,501.9,medio,LAS TORRES,1.4612949816661576,Central Mayorista,1.9021406192389676
745,776,Maipú,4.0,3.0,2.0,,122.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/santa-beatriz/6839656,35.0,370.9,medio,SANTIAGO BUERAS,2.2936193659185418,La Farfana,1.3562893648947767
746,777,Pudahuel,3.0,3.0,1.0,No,126.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pudahuel-region-metropolitana/6823722,35.0,471.9,medio,PUDAHUEL,1.3801673247512911,Unimarc,1.3172295369312623
747,778,Pudahuel,4.0,3.0,2.0,No,205.0,5671.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/claudio-arrau-con-serrano/5828014,28.0,471.9,medio,PUDAHUEL,11.763654364003278,Unimarc,3.7300224523731975
748,779,Pudahuel,3.0,3.0,2.0,,454.0,9250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/avenida-las-flores/6059114,20.0,471.9,medio,SANTIAGO BUERAS,9.446517155440675,Unimarc,0.8974819107429369
749,780,Peñalolén,4.0,2.0,1.0,No,162.0,3300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/lo-hermida/6829957,20.0,415.5,medio,GRECIA,0.7256580482386386,Grecia,0.593437549729178
750,781,Lo Espejo,5.0,3.0,2.443019943019943,No,180.0,4095.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/lo-espejo-region-metropolitana/6604325,23.0,616.2,alto,EL PARRON,3.080319030546977,Jumbo Maipú,2.0843288315473028
751,782,Cerro Navia,4.0,2.0,1.0,No,200.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/jose-joaquin-perezagteniente-cruz/5823603,19.0,423.0,medio,PUDAHUEL,2.23535472958769,Catamarca,0.8633270033632695
752,783,San Bernardo,3.0,3.0,6.0,No,463.0,8116.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/covadonga/6724900,18.0,598.2,alto,LA CISTERNA L2,7.536357857241501,Talagante Plaza ,0.5767493939175128
753,784,Puente Alto,3.0,2.0,1.0,No,80.0,1984.88,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/del-arquitecto/6088684,25.0,369.1,medio,PLAZA DE PUENTE ALTO,3.4905985460633766,Plazuela Independencia,3.7935410430630023
754,785,Peñalolén,4.0,4.0,2.443019943019943,No,520.0,14150.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial-quilin/6713354,27.0,415.5,medio,QUILIN,2.9707470890268204,Tobalaba,0.9580677623109746
755,786,Puente Alto,3.0,1.0,2.443019943019943,No,100.0,3300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puerto-montt-750-puente-alto/6729269,33.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
756,787,Pudahuel,4.0,3.0,2.0,,300.0,8750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-las-flores/5846290,29.0,471.9,medio,SANTIAGO BUERAS,9.446517155440675,Unimarc,0.8974819107429369
757,788,San Miguel,9.0,5.0,2.443019943019943,No,470.0,12250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/bartolo-sotoel-llanoflorencia/4889343,26.0,735.9,alto,LOS LIBERTADORES,8818.91589876273,Express de Lider,1906.84783552127
758,789,Maipú,4.0,2.0,1.0,No,88.0,3030.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/6499035,34.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
759,790,Maipú,5.0,2.0,2.0,No,100.0,2615.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/5916768,26.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
760,791,Colina,3.0,4.0,2.443019943019943,No,3038.0,21700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/las-brisas-las-loicas/6351510,7.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
761,792,Colina,4.0,4.0,7.0,No,247.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/lo-arcaya-colina/6414550,65.0,421.3,medio,LOS LIBERTADORES,15.124015807600436,Talagante Cordillera ,1.9732835293408304
762,793,San Joaquín,5.0,3.0,2.443019943019943,No,350.0,9609.33,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/vicuna-mackennaisabel-riquelme/6704681,27.0,482.3,medio,LOS LIBERTADORES,6749.450842280784,Lo Campino,114.54399677166596
763,794,Colina,4.0,3.0,2.443019943019943,No,162.0,5354.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/maria-ester-fuenzalida/6724347,33.0,421.3,medio,LOS LIBERTADORES,19.86117087739737,Talagante Cordillera ,3.3774149204775394
764,795,Pudahuel,4.0,3.0,2.0,,220.0,6780.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/las-perdices/5680194,31.0,471.9,medio,SANTIAGO BUERAS,9.58481258165362,Unimarc,0.1987195118232252
765,796,El Monte,2.0,1.0,1.0,No,110.0,2206.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-monte/casa/san-miguel/6829448,20.0,312.7,medio,LOS DOMINICOS,10669.747109925514,Factoria Italia ,197.32398998644177
766,797,Colina,3.0,3.0,2.0,No,500.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/jose-rabat-8600/5627077,32.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
767,798,Puente Alto,4.0,2.0,2.0,No,135.0,3299.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/metro-elisa-correa/6514395,24.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
768,799,El Bosque,3.0,2.0,2.0,No,100.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/guayacan-el-bosque/6823473,25.0,408.1,medio,LOS LIBERTADORES,5019.837166779133,Lider,1255.2073227947992
769,800,Peñalolén,5.0,2.0,2.443019943019943,No,900.0,12600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-vittor-penalolen/6818388,14.0,415.5,medio,FERNANDO CASTILLO VELASCO,5.9055194766508015,Consistorial,3.3343236842717343
770,801,Pedro Aguirre Cerda,5.0,2.0,1.0,No,216.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/jose-marti/6729013,12.0,525.1,alto,CERRILLOS,1.480626397653649,Conchalí,0.1424712887496982
771,802,La Florida,4.0,2.0,3.0,No,160.0,6931.32,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/rojas-magallanes/6625426,43.0,541.5,alto,ROJAS MAGALLANES,0.0017353674116516,Superbodega Acuenta,1.2039746657084598
772,803,Providencia,3.0,3.0,2.0,No,592.0,23800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-de-valdivia-norte-los-conquistadores/6361413,40.0,1567.1,crítico,REPUBLICA,0.7138816381944613,Express de Lider,0.7291662782380559
773,804,Pudahuel,3.0,3.0,3.0,,400.0,8590.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/calle-el-coihue/5656304,21.0,471.9,medio,PUDAHUEL,11.763654364003278,Unimarc,3.7300224523731975
774,805,Quinta Normal,4.0,1.0,2.443019943019943,,239.0,0.15,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/juan-luis-sanfuentes-4040/6551900,0.0,745.1,alto,GRUTA DE LOURDES,1.3584541712206493,San Pablo,1.3192456957593734
775,806,Recoleta,5.0,2.0,2.443019943019943,No,0.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-region-metropolitana/6604302,inf,962.8,crítico,EINSTEIN,0.4890727005885434,Lider,0.0507360168788044
776,807,Maipú,3.0,2.0,2.0,No,116.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/lautaro-18000/5681596,37.0,370.9,medio,PLAZA DE MAIPU,4.811652703495092,"El Bosque, Maipú",1.949360297604105
777,808,Estación Central,3.0,1.0,2.0,No,152.0,4735.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/av-ecuador/6621239,31.0,793.1,crítico,PEDRO DE VALDIVIA,0.4816503547372552,Compañía,1.126589414429518
778,809,Lampa,4.0,1.0,2.0,No,200.0,2268.43,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/venezuela-lampa/6823379,11.0,394.9,medio,LOS LIBERTADORES,1988.4000350466265,Colina,541.6147931694943
779,810,Maipú,4.0,3.0,1.0,No,107.25,2392.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/sanson-general-baquedano-maipu/6506352,22.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
780,811,San Bernardo,3.0,2.0,2.0,,144.0,4032.77,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo/6466836,28.0,598.2,alto,LOS LIBERTADORES,4174.1009014489855,Express de Lider,799.0015880028541
781,812,La Florida,3.0,3.0,1.0,No,100.0,5840.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/dipreca-la-florida/6829268,58.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
782,813,Quilicura,5.0,3.0,2.0,No,133.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/6419749,32.0,409.6,medio,LOS LIBERTADORES,4.096254508505572,Quilicura ,1.179663476824502
783,814,La Reina,3.0,2.0,2.443019943019943,No,89.0,7990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-americo-vespuciopaula-jaraquemada/6183052,90.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
784,815,Talagante,3.0,3.0,2.0,No,260.0,12689.1,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/av-campagne-talagante/6511188,49.0,399.3,medio,PLAZA DE MAIPU,23.424524709926807,Peñaflor ,7.178286275953082
785,817,Paine,5.0,2.0,1.0,No,158.0,2748.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/avenida-bernardo-ohiggins-paine/6823240,17.0,328.3,medio,PLAZA DE PUENTE ALTO,1965.2833978070023,Express de Lider,221.61993432210969
786,818,Lampa,3.0,1.0,1.0,No,52.0,1669.82,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-larapinta-poniente-lampa/6282944,32.0,394.9,medio,LOS LIBERTADORES,1988.4000350466265,Colina,541.6147931694943
787,819,Huechuraba,5.0,4.0,1.0,,274.0,9900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/coliqueo/6699527,36.0,536.5,alto,LOS LIBERTADORES,2.034563084403024,Unimarc,0.5607248594911824
788,820,Conchalí,4.0,2.0,1.0,No,228.0,3760.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/santa-ines-baron-de-juras-reales/6828498,16.0,492.1,medio,CONCHALI,0.8455139658071683,Dorsal,0.9401329596262789
789,821,La Florida,3.0,1.0,2.443019943019943,No,140.0,1953.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/bahia-catalina-san-jose-de-la-estrella/6818301,14.0,541.5,alto,LA GRANJA,1.4575273816630907,Superbodega Acuenta,1.5282930320376358
790,822,Lo Barnechea,7.0,7.0,2.443019943019943,No,3500.0,44890.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-la-villacamino-turistico/3728591,13.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
791,823,Lo Barnechea,5.0,4.0,2.443019943019943,No,4150.0,19500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-remanso-y-camino-los-refugios/5714091,5.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
792,824,Las Condes,2.0,1.0,2.443019943019943,No,160.0,5671.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6732018,35.0,465.6,medio,MANQUEHUE,0.110755126974694,Artesanos,0.1293562005249037
793,825,Huechuraba,4.0,3.0,1.0,No,180.0,6990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/santa-marta-de-huechuraba-huechuraba/6823215,39.0,536.5,alto,LOS LIBERTADORES,1.5639606923143727,Unimarc,0.6555864875869882
794,826,Lo Barnechea,4.0,4.0,2.0,No,650.0,23000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-del-chin/6557679,35.0,276.8,bajo,LOS DOMINICOS,9.848930531294512,Express de Lider,2.948247221967897
795,828,La Florida,3.0,1.0,1.0,No,94.0,2050.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/el-tiento-la-florida/6828445,22.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
796,829,Santiago,5.0,2.0,2.443019943019943,No,170.0,5352.87,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rogelio-ugarte/6818267,31.0,1183.1,crítico,ÑUBLE L5,0.6887461256682144,Peñaflor,0.5693436883105357
797,830,Vitacura,4.0,4.0,2.443019943019943,No,600.0,25500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/santa-marialos-parronales/6704958,42.0,593.7,alto,HERNANDO DE MAGALLANES,3.6979453994836953,Unimarc,0.4820847557149039
798,831,Colina,3.0,3.0,2.443019943019943,No,389.0,13500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/oportunidadchamisero/5812872,35.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
799,832,Colina,3.0,3.0,2.443019943019943,No,5070.0,21000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/santa-cecilia-san-jose/6346862,4.0,421.3,medio,LOS LIBERTADORES,12.363945816567396,Talagante Cordillera ,5.337662992785169
800,833,Paine,3.0,3.0,3.0,No,778.0,7500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/paine-region-metropolitana/6823038,10.0,328.3,medio,PLAZA DE PUENTE ALTO,27.606955808882088,Unimarc,20.542470901465396
801,834,Las Condes,5.0,2.0,3.0,No,320.0,10950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/calle-tongoy/6351961,34.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
802,835,San Joaquín,4.0,1.0,1.0,,180.0,2741.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/juan-aravena-397/6672251,15.0,482.3,medio,CIUDAD DEL NIÑO,1.969793729267987,Lider,3.27030749814256
803,836,San Bernardo,3.0,1.0,1.0,,135.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pasaje-el-parque-villa-las-araucarias-san-bernardo/6717167,21.0,598.2,alto,LOS LIBERTADORES,3919.78952123141,Express de Lider,397.62158889358886
804,837,Puente Alto,3.0,1.0,4.0,No,153.0,2632.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-la-serena/6818237,17.0,369.1,medio,ELISA CORREA,2.5620937254145018,Express de Lider,2.1126764936473523
805,838,La Cisterna,3.0,2.0,2.443019943019943,No,330.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/amalia-armstrong-paradero-20-gran-avenida/6597966,25.0,794.1,crítico,EL PARRON,0.4229712777521749,Intermodal,1.0228898350797733
806,839,La Reina,4.0,2.0,2.0,No,345.0,13100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/colegio-andree-country-clubalcalde-rutilio-rivas-colegio-grange/6722531,38.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
807,840,Independencia,5.0,2.0,2.443019943019943,,306.0,5828.61,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/hipodromo-chile/6839400,19.0,561.4,alto,PLAZA CHACABUCO,0.5607440737434999,Dorsal,0.6759294387178311
808,841,El Bosque,3.0,1.0,1.0,No,330.0,4631.38,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/gran-av-jose-miguel-carreralarga/6822914,14.0,408.1,medio,LOS LIBERTADORES,6049.388115283039,Colina ,411.91513553454143
809,842,San Joaquín,6.0,2.0,2.443019943019943,No,358.0,6301.2,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/vicuna-mackennaav-punta-arenas/5637341,18.0,482.3,medio,LOS LIBERTADORES,6749.450842280784,Lo Campino,114.54399677166596
810,843,Puente Alto,6.0,3.0,2.0,,323.0,3087.59,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/carlos-aguirre-luco/6399440,10.0,369.1,medio,PROTECTORA DE LA INFANCIA,0.601870055871474,Puente Alto ,1.3141783395020916
811,844,Puente Alto,2.0,1.0,3.0,No,180.0,3308.13,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/gabriela-con-nonaato-coo/6827947,18.0,369.1,medio,PLAZA DE PUENTE ALTO,0.1069172956548045,Plazuela Independencia,0.8218237932894789
812,845,Puente Alto,4.0,2.0,3.0,No,144.0,5043.88,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/los-jesuitas/6818208,35.0,369.1,medio,PROTECTORA DE LA INFANCIA,1.9531391193817744,Mall Plaza Tobalaba ,1.4537728409981396
813,846,Santiago,6.0,2.0,2.443019943019943,No,170.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/propiedad-con-2-casas-stgo-centro/6604773,22.0,1183.1,crítico,PLAZA DE ARMAS,0.0577957445561542,Express de Lider,0.2421656996236552
