,Codigo_Aviso,Comuna,Link,Tipo_Vivienda,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Superficie_Construida_M2,anoConstruccion,Valor_UF,Valor_CLP,Dirección,tipoPublicacion,Quién_Vende,Corredor,fechaPublicacion
2018,5373249,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/portugalvictoria/5373249,Casa,6.0,1.0,1.0,No,124.0,130.0,,4870.0,154573800.0,"Santiago, Portugal/Victoria",Venta Usada,                      Vivaqui Propiedades                  ,Vivaqui Propiedades,29/03/2022
2019,6794289,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/casa-cercana-a-av-la-florida-y-centro-comercial-mall-vivo-outlet/6794289,Casa,3.0,2.0,2.0,No,200.0,136.0,,9000.0,285660000.0,"La Florida, Casa cercana a Av. la Florida y centro comercial Mall Vivo outlet",Venta Usada,                      Propiedades Cristian Sepulveda                  ,Unne,28/03/2022
2020,5924398,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/el-arroyo/5924398,Casa,4.0,2.0,1.0,No,170.0,130.0,2022.0,3938.25,125000000.0,"Maipú, El arroyo",Venta Usada,                      Houm                  ,Houm,27/03/2022
2021,5822321,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/nva-san-martinav-pajaritos/5822321,Casa,12.0,8.0,1.0,No,600.0,360.0,,9475.0,300736500.0,"Maipú, Nva. San Martin/Av. Pajaritos",Venta Usada,                      Procasa Adrian Ulloa Propiedades                  ,Procasa Adrián Ulloa Propiedades,28/03/2022
2022,6335776,Conchalí,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/marta-pizzarrogral-gambino/6335776,Casa,3.0,2.0,4.0,No,147.0,97.0,,3717.71,118000000.0,"Conchalí, Marta pizzarro/gral. Gambino",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,30/03/2022
2023,5280171,Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado-region-metropolitana/5280171,Casa,6.0,4.0,2.0,No,5300.0,320.0,,14190.0,450390600.0,"Padre Hurtado, Padre Hurtado, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,30/03/2022
2024,6405250,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/paso-los-gemelosagpaso-del-bermejo/6405250,Casa,3.0,2.0,1.0,No,160.0,85.0,,4568.37,145000000.0,"Puente Alto, Paso los gemelos(ag)/paso del bermejo",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,27/03/2022
2025,6282261,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/clinica-alemanajose-alcalde-delano/6282261,Casa,3.0,3.0,,No,1017.0,222.0,,21600.0,685584000.0,"Lo Barnechea, Clínica Alemana/José Alcalde Délano",Venta Usada,                      Alonso Baeza Rivera y Cía. Ltda. (Tobalaba)                  ,Alonso Baeza Rivera y Cía. Ltda.,30/03/2022
2026,6492763,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/6492763,Casa,4.0,3.0,1.0,No,186.0,131.0,,9700.0,307878000.0,"Peñalolén, Peñalolén, Región Metropolitana",Venta Usada,                      Daniela Parrau Vargas                  ,Parrau Propiedades,29/03/2022
2027,6793980,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6793980,Casa,3.0,3.0,2.0,No,145.0,90.0,,4410.84,140000000.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Verónica Bustamante                  ,Dolce Hogar Propiedades - Asesores Inmobiliarios,28/03/2022
2028,5542501,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/gaspar-de-orense/5542501,Casa,2.0,1.0,,No,60.0,51.0,2022.0,2250.0,71415000.0,"Estación Central, Gaspar de Orense",Venta Usada,                      Houm                  ,Houm,27/03/2022
2029,6409469,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/av-portales-ote-villa-maestranza/6409469,Casa,3.0,1.0,,No,120.0,60.0,,3050.0,96807000.0,"San Bernardo, Av. Portales ote. Villa maestranza",Venta Usada,                      Mauricio Duarte                  ,Mi Llave,28/03/2022
2030,6697995,Paine,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/dario-pavez-agloma-de-aguila/6697995,Casa,6.0,3.0,,No,793.0,145.0,,4883.43,155000000.0,"Paine, Dario Pavez (AG)/Loma de Aguila",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,30/03/2022
2031,6487810,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-con-san-ignacio-de-loyola/6487810,Casa,4.0,3.0,,No,33250.0,20270.0,,6550.0,207897000.0,"Santiago, Santiago con San Ignacio de Loyola",Venta Usada,                      Schumacher Propiedades                  ,Schumacher Propiedades,30/03/2022
2032,6113914,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/briones-luco/6113914,Casa,5.0,3.0,3.0,No,163.0,163.0,2022.0,9322.0,295880280.0,"La Cisterna, Briones Luco",Venta Usada,                      Houm                  ,Houm,27/03/2022
2033,6306121,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-usada/curacavi/casa/centro-curacavi/6306121,Casa,4.0,4.0,,No,5000.0,5000.0,,6000.0,190440000.0,"Curacaví, Centro Curacavi",Venta Usada,                      Residencial TSI Property                  ,Tsi Property,30/03/2022
2034,6295209,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/altos-de-la-reserva/6295209,Casa,5.0,7.0,,No,5000.0,468.0,,25800.0,818892000.0,"Colina, Altos de la reserva",Venta Usada,                      Residencial TSI Property                  ,Tsi Property,29/03/2022
2035,6793893,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/cercano-metro-ciudad-del-nino/6793893,Casa,3.0,1.0,1.0,No,156.0,45.0,,2457.47,78000000.0,"San Miguel, Cercano metro Ciudad del Niño",Venta Usada,                      Propiedades Undurraga                  ,Mi Llave,28/03/2022
2036,5550209,Conchalí,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/pedro-prado/5550209,Casa,3.0,2.0,4.0,No,147.0,97.0,1962.0,3623.19,115000000.0,"Conchalí, Pedro Prado",Venta Usada,                      Houm                  ,Houm,27/03/2022
2037,5949661,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/volcan-carranagcerro-catedral/5949661,Casa,4.0,3.0,1.0,No,120.0,110.0,,4095.78,130000000.0,"San Bernardo, Volcan Carran(ag)/Cerro Catedral",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,28/03/2022
2038,6411260,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-de-macul-bosques-nativas/6411260,Casa,5.0,3.0,,No,250.0,140.0,,8824.0,280073760.0,"Peñalolén, Quebrada de Macul - Bosques Nativas",Venta Usada,                      Liznar Prop.                  ,Unne,30/03/2022
2039,5270323,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cerro-atomosan-carlos/5270323,Casa,5.0,3.0,,No,90.0,113.0,,3780.72,120000000.0,"Puente Alto, Cerro Atomo/San Carlos",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,30/03/2022
2040,6087247,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-las-flores-francisco-bulnes-correa/6087247,Casa,3.0,,,No,440.0,161.0,,23500.0,745890000.0,"Las Condes, Camino Las Flores / Francisco Bulnes Correa",Venta Usada,                      Paulina Vera Diaz                  ,Sucursal El Bosque Sur,27/03/2022
2041,4610578,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-usada/curacavi/casa/curacavi-region-metropolitana/4610578,Casa,3.0,1.0,2.0,No,61.0,74.0,,2445.0,77604300.0,"Curacaví, Curacaví, Región Metropolitana",Venta Usada,                      Maiza Cabrer Arriagada                  ,Avita Propiedades,30/03/2022
2042,6324780,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pje-isla-navarinogolfo-trinidad/6324780,Casa,3.0,1.0,,No,78.0,51.0,,2362.95,75000000.0,"San Bernardo, Pje. Isla Navarino/Golfo Trinidad",Venta Usada,                      Procasa Adrian Ulloa Propiedades                  ,Procasa Adrián Ulloa Propiedades,29/03/2022
2043,6793872,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/geronimo-de-alderete/6793872,Casa,3.0,2.0,1.0,No,129.0,65.0,,3623.19,115000000.0,"La Florida, Gerónimo de Alderete",Venta Usada,                      Propiedades Undurraga                  ,Mi Llave,28/03/2022
2044,5881897,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/de-lo-infante-con-samba/5881897,Casa,3.0,1.0,,No,63.0,68.0,,2362.95,75000000.0,"Maipú, De Lo infante con Samba",Venta Usada,                      Vidal Escobar Propiedades                  ,Unne,27/03/2022
2045,3508699,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/3508699,Casa,6.0,6.0,,No,1390.0,740.0,,35000.0,1110900000.0,"Las Condes, Atalaya",Venta Usada,                      Vivaqui Propiedades                  ,Vivaqui Propiedades,28/03/2022
2046,5463129,San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/santa-rosalo-ovalle/5463129,Casa,3.0,1.0,,No,225.0,180.0,,4662.89,148000000.0,"San Joaquín, Santa rosa/lo ovalle",Venta Usada,                      Aleida Lama Propiedades                  ,Aleida Lama Propiedades,30/03/2022
2047,6810143,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/avenida-pedro-fontova-norte-7880/6810143,Casa,4.0,3.0,2.0,,210.0,107.0,2007.0,7400.0,234876000.0,"Santiago, Avenida Pedro Fontova Norte 7880",Venta Usada,                      Claudia Gómez                  ,,30/03/2022
2048,6129530,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/laguna-sausalito/6129530,Casa,3.0,2.0,1.0,No,80.0,64.0,2022.0,2520.48,80000000.0,"Puente Alto, Laguna Sausalito",Venta Usada,                      Houm                  ,Houm,27/03/2022
2049,6793853,Lo Prado,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/parque-alameda/6793853,Casa,4.0,1.0,,No,222.0,109.0,,3780.72,120000000.0,"Lo Prado, Parque Alameda",Venta Usada,                      Vivaqui Propiedades                  ,Vivaqui Propiedades,28/03/2022
2050,6627502,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/pasaje-lago-gutierrez/6627502,Casa,2.0,1.0,2.0,,82.0,57.0,2011.0,2678.01,85000000.0,"Puente Alto, Pasaje Lago Gutierrez",Venta Usada,                      ARSEN INVERSIONES SpA                  ,Arsen Propiedades,29/03/2022
2051,5019466,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-region-metropolitana/5019466,Casa,2.0,2.0,,No,130.0,110.0,,2835.54,90000000.0,"Santiago, Santiago, Región Metropolitana",Venta Usada,                      Ana Maria Acevedo                  ,AMA Propiedades,30/03/2022
2052,6319239,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-amalia-santa-amalia-la-florida/6319239,Casa,4.0,2.0,2.0,No,90.0,147.0,,4347.83,138000000.0,"La Florida, Santa Amalia, Santa Amalia, La Florida",Venta Usada,                      ARANGUIZ & GUZMAN GESTION INMOBILIARIA                  ,Movahome Corredores Integrados,27/03/2022
2053,5441197,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/san-eugenio/5441197,Casa,2.0,4.0,,No,250.0,150.0,,9136.74,290000000.0,"Ñuñoa, San Eugenio",Venta Usada,                      César - Gte. Gral. Barros                  ,Urbalia,28/03/2022
2054,6343359,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/manquehue-orientecerro-blanco/6343359,Casa,5.0,5.0,,No,852.0,351.0,,30800.0,977592000.0,"Lo Barnechea, Manquehue Oriente/Cerro Blanco",Venta Usada,                      Procasa Leon Propiedades                  ,Procasa León Propiedades,30/03/2022
2055,5531237,Calera de Tango,https://chilepropiedades.cl/ver-publicacion/venta-usada/calera-de-tango/casa/calera-de-tango-region-metropolitana/5531237,Casa,5.0,3.0,2.0,No,5300.0,350.0,,10950.0,347553000.0,"Calera de Tango, Calera de Tango, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,30/03/2022
2056,6084073,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan-vista-espectacular-los-quillayes/6084073,Casa,4.0,3.0,4.0,No,8500.0,260.0,,25000.0,793500000.0,"Lo Barnechea, El Arrayán / Vista espectacular / Los Quillayes",Venta Usada,                      Gabriela Cohen                  ,Sucursal Cantagallo,27/03/2022
2057,6793738,Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/arzobispo-valdivieso-recoleta/6793738,Casa,6.0,4.0,3.0,No,250.0,800.0,,10000.0,317400000.0,"Recoleta, Arzobispo Valdivieso, Recoleta",Venta Usada,                      Yerry Sánchez                  ,Agente365 chile,28/03/2022
2058,5839088,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/avda-espana/5839088,Casa,12.0,5.0,2.0,No,578.0,477.0,,22961.0,728782140.0,"Santiago, Avda. España",Venta Usada,                      Maria - Ñuñoa Fernandez                  ,Urbalia,29/03/2022
2059,6343426,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sebastian-el-canomartin-alonso-pinzon/6343426,Casa,4.0,2.0,,No,300.0,130.0,,13800.0,438012000.0,"Las Condes, Sebastian el Cano/Martin Alonso Pinzon",Venta Usada,                      Procasa Leon Propiedades                  ,Procasa León Propiedades,30/03/2022
2060,5658025,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-de-la-huerta/5658025,Casa,5.0,5.0,6.0,No,1180.0,373.0,2022.0,32500.0,1031550000.0,"Lo Barnechea, Camino de La Huerta",Venta Usada,                      Houm                  ,Houm,27/03/2022
2061,6325108,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cercana-metro-nuble/6325108,Casa,5.0,4.0,,No,0.0,0.0,,10396.98,330000000.0,"Santiago, cercana metro ñuble",Venta Usada,                      Marcelo Luis Alejandro Aguilera                  ,Mi Llave,28/03/2022
2062,6489391,Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/hermosa-casa-en-el-mejor-sector-de-huechuraba/6489391,Casa,4.0,4.0,2.0,No,400.0,177.0,,11250.0,357075000.0,"Huechuraba, Hermosa casa en el mejor sector de Huechuraba",Venta Usada,                      Ava  Propiedades                  ,Unne,30/03/2022
2063,5774450,Talagante,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/talagante-region-metropolitana/5774450,Casa,4.0,4.0,2.0,No,5140.0,350.0,,12600.0,399924000.0,"Talagante, Talagante, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,30/03/2022
2064,6085971,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/contralmirante-fernadez-vial-camino-la-aguada/6085971,Casa,6.0,5.0,2.0,No,1000.0,440.0,,29800.0,945852000.0,"Lo Barnechea, Contralmirante Fernadez Vial/ Camino La Aguada",Venta Usada,                      Ruth Waissbluth                  ,Sucursal Cantagallo,27/03/2022
2065,6793671,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/maullin-puente-alto/6793671,Casa,3.0,1.0,2.0,No,45.0,105.0,,2205.42,70000000.0,"Puente Alto, Maullin , Puente Alto",Venta Usada,                      Yerry Sánchez                  ,Agente365 chile,28/03/2022
2066,6046703,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-condesa/6046703,Casa,5.0,2.0,2.0,,129.0,78.0,,4507.0,143052180.0,"La Florida, La condesa",Venta Usada,                      VERCETTI PROPIEDADES                  ,Vercetti Propiedades,29/03/2022
2067,5100086,Calera de Tango,https://chilepropiedades.cl/ver-publicacion/venta-usada/calera-de-tango/casa/calera-de-tango-region-metropolitana/5100086,Casa,9.0,7.0,4.0,No,5050.0,490.0,,19500.0,618930000.0,"Calera de Tango, Calera de Tango, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,30/03/2022
2068,5148028,Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/independencia-region-metropolitana/5148028,Casa,27.0,6.0,,No,651.0,651.0,,17013.23,540000000.0,"Independencia, Independencia, Región Metropolitana",Venta Usada,                      Carlos Almarza                  ,Todo Propiedades,27/03/2022
2069,5344597,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/matta-sur-rogelio-ugarte/5344597,Casa,5.0,2.0,,No,175.0,162.0,,5352.87,169900000.0,"Santiago, Matta sur, rogelio ugarte",Venta Usada,                      Zan Rajevic                  ,Nativo Propiedades,28/03/2022
2070,4719338,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/4719338,Casa,3.0,2.0,1.0,No,88.0,76.0,,3900.0,123786000.0,"Maipú, Maipú, Región Metropolitana",Venta Usada,                      Juan Ignacio Espinoza                  ,Espinoza Propiedades,30/03/2022
2071,4852036,Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/maria-del-pilarcampino/4852036,Casa,6.0,2.0,,No,124.0,168.0,,3780.72,120000000.0,"Recoleta, María del Pilar/Campino",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,30/03/2022
2072,6565246,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/volcan-quizapu-coquimbo/6565246,Casa,3.0,2.0,2.0,No,174.0,98.0,,5000.0,158700000.0,"Puente Alto, volcán quizapu & coquimbo",Venta Usada,                      M&O Propiedades                  ,Unne,27/03/2022
2073,6793621,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/las-carretas-la-reina/6793621,Casa,5.0,2.0,10.0,No,200.0,620.0,,16000.0,507840000.0,"La Reina, Las Carretas , La Reina",Venta Usada,                      Yerry Sánchez                  ,Agente365 chile,28/03/2022
2074,6106910,Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/quillay/6106910,Casa,5.0,3.0,2.0,,529.0,270.0,,19500.0,618930000.0,"Providencia, Quillay",Venta Usada,                      VERCETTI PROPIEDADES                  ,Vercetti Propiedades,29/03/2022
2075,5958638,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/5958638,Casa,4.0,1.0,1.0,No,95.0,134.0,,4253.31,135000000.0,"Maipú, Maipú, Región Metropolitana",Venta Usada,                      Juan Ignacio Espinoza                  ,Espinoza Propiedades,30/03/2022
2076,1916055,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/departamentalleon-pradogran-avenida/1916055,Casa,8.0,3.0,,Sí,530.0,253.0,,9540.0,302799600.0,"San Miguel, Departamental/León Prado/Gran Avenida",Venta Usada,                      Mauricio Pino Propiedades                  ,Mauricio Pino Propiedades,27/03/2022
2077,6012055,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6012055,Casa,5.0,5.0,3.0,No,530.0,270.0,,25900.0,822066000.0,"Las Condes, Las Condes, Región Metropolitana",Venta Usada,                      Pablo Almarza                  ,Todo Propiedades,28/03/2022
2078,6090931,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/club-de-golf-la-dehesa/6090931,Casa,5.0,5.0,,No,2100.0,565.0,,57000.0,1809180000.0,"Lo Barnechea, Club de Golf La Dehesa",Venta Usada,                      Nicole Osiac                  ,Sucursal Cantagallo,27/03/2022
2079,6416081,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/presidente-errazuriz/6416081,Casa,5.0,2.0,4.0,No,505.0,240.0,2022.0,25900.0,822066000.0,"Las Condes, Presidente Errázuriz",Venta Usada,                      Houm                  ,Houm,27/03/2022
2080,6374922,El Monte,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-monte/casa/ignacio-palma-vicuna-el-monte/6374922,Casa,3.0,3.0,2.0,No,100.0,170.0,,3780.72,120000000.0,"El Monte, Ignacio Palma Vicuña, El Monte",Venta Usada,                      Yezid Chelech                  ,Agente365 chile,27/03/2022
2081,6563676,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-usada/curacavi/casa/lo-aguila-agcam-los-pinos/6563676,Casa,3.0,2.0,,No,900.0,190.0,,6773.79,215000000.0,"Curacaví, Lo aguila (ag)/cam. Los pinos",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,26/03/2022
2082,6570639,Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/obispo-francisco-valdescam-melipilla-am57013papa-juan-pablo-i-am/6570639,Casa,3.0,3.0,,No,165.0,125.0,,4800.0,152352000.0,"Padre Hurtado, Obispo francisco valdes-cam. Melipilla (am-57013)/papa juan pablo i (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,26/03/2022
2083,5026628,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/tomeluis-moreno/5026628,Casa,3.0,2.0,1.0,Sí,101.0,101.0,,2993.07,95000000.0,"Puente Alto, Tomé/Luis Moreno",Venta Usada,                      Procasa Adrian Ulloa Propiedades                  ,Procasa Adrián Ulloa Propiedades,25/03/2022
2084,6684496,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/diego-de-deza-las-condes/6684496,Casa,4.0,3.0,2.0,No,140.0,212.0,,16450.0,522123000.0,"Las Condes, Diego de deza, las condes",Venta Usada,                      Soluciones  Propiedades                  ,Movahome Corredores Integrados,25/03/2022
2085,6703887,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/licanten-quilicura/6703887,Casa,3.0,1.0,1.0,No,80.0,144.0,,3875.24,123000000.0,"Quilicura, Licanten, Quilicura",Venta Usada,                      Raíz Legal Propiedades                  ,OpenBrokers - Corredores Asociados,25/03/2022
2086,5973006,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/los-corcolenes/5973006,Casa,5.0,5.0,2.0,No,335.0,196.0,2022.0,13500.0,428490000.0,"La Reina, Los Corcolenes",Venta Usada,                      Houm                  ,Houm,27/03/2022
2087,5449175,Melipilla,https://chilepropiedades.cl/ver-publicacion/venta-usada/melipilla/casa/codigua/5449175,Casa,5.0,4.0,3.0,No,5000.0,550.0,,7500.0,238050000.0,"Melipilla, Codigua",Venta Usada,                      Luis - Melipilla Favreau                  ,Urbalia,26/03/2022
2088,6217155,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/venta-de-casa-francisco-antonio-encina-norte/6217155,Casa,5.0,1.0,1.0,Sí,108.4,83.27,,2437.0,77350380.0,"San Bernardo, Venta de Casa Francisco Antonio Encina Norte",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,24/03/2022
2089,6669551,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/constancio-vigilesteban-del-orto/6669551,Casa,5.0,3.0,3.0,No,588.0,150.0,,16500.0,523710000.0,"Las Condes, Constancio Vigil/Esteban del Orto",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,26/03/2022
2090,4052244,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/casa-2-pisos-en-sector-residencial/4052244,Casa,3.0,3.0,,No,298.0,126.0,,3150.6,100000000.0,"El Bosque, Casa 2 Pisos en sector residencial",Venta Usada,                      Corretajes Prosal Ltda.                  ,Corretajes Prosal,25/03/2022
2091,6766371,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreley-la-reina/6766371,Casa,4.0,2.0,2.0,No,119.0,165.0,,9200.0,292008000.0,"La Reina, Loreley , La Reina",Venta Usada,                      Armacima Propiedades                  ,Armacima,25/03/2022
2092,6623621,Buin,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/bellavista-buin/6623621,Casa,3.0,2.0,1.0,No,86.0,109.0,,3300.0,104742000.0,"Buin, Bellavista, Buin",Venta Usada,                      Vilches Gestión Inmobiliaria                  ,Agente365 chile,24/03/2022
2093,6654414,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/alonso-de-camargotoconce/6654414,Casa,4.0,3.0,,No,223.0,140.0,,11500.0,365010000.0,"Las Condes, Alonso de camargo/toconce",Venta Usada,                      Propiedades Ricardo Vial y Cia. Ltda.                  ,Propiedades Ricardo Vial y Cia. Ltda.,25/03/2022
2094,5988180,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/lo-recabarren/5988180,Casa,5.0,4.0,2.0,No,750.0,300.0,2022.0,28000.0,888720000.0,"Vitacura, Lo Recabarren",Venta Usada,                      Houm                  ,Houm,27/03/2022
2095,5808670,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-changos/5808670,Casa,4.0,2.0,2.0,No,163.0,98.0,2022.0,5009.45,159000000.0,"La Florida, Los Changos",Venta Usada,                      Houm                  ,Houm,26/03/2022
2096,6687825,Pirque,https://chilepropiedades.cl/ver-publicacion/venta-usada/pirque/casa/la-escuela-pirque/6687825,Casa,11.0,5.0,1.0,No,274.0,746.0,,8821.68,280000000.0,"Pirque, La Escuela, Pirque",Venta Usada,                      Vilches Propiedades                  ,Agente365 chile,24/03/2022
2097,5464439,Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/nunez-de-balboa-1845/5464439,Casa,5.0,1.0,,No,145.0,250.0,,4095.78,130000000.0,"Quinta Normal, Ñuñez de Balboa 1845",Venta Usada,                      Corredora Palma Fuentes                  ,Unne,26/03/2022
2098,6778864,Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/santa-carolina-huechuraba/6778864,Casa,5.0,4.0,1.0,No,140.0,235.0,,9400.0,298356000.0,"Huechuraba, Santa Carolina, Huechuraba",Venta Usada,                      Claudia Lizana Pröschle                  ,Propiedades Proschle,25/03/2022
2099,6766292,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/ernesto-alvear-puente-alto/6766292,Casa,6.0,3.0,3.0,No,161.0,560.0,,11027.1,350000000.0,"Puente Alto, Ernesto Alvear , Puente Alto",Venta Usada,                      Armacima Propiedades                  ,Armacima,25/03/2022
