,Codigo_Aviso,Comuna,Link,Tipo_Vivienda,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Superficie_Construida_M2,anoConstruccion,Valor_UF,Valor_CLP,Dirección,tipoPublicacion,Quién_Vende,Corredor,fechaPublicacion
265,6621195,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/protectora-de-la-infancia/6621195,Casa,3.0,1.0,2.0,No,191.0,55.0,,3900.0,123786000.0,"Puente Alto, Protectora de la infancia",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,03/04/2022
266,6547282,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/batallon-atacama/6547282,Casa,4.0,2.0,2.0,,132.0,118.77,1990.0,3717.71,118000000.0,"Maipú, Batallón Atacama",Venta Usada,                      Patricia Silva                  ,,29/03/2022
267,6513081,Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado-region-metropolitana/6513081,Casa,4.0,4.0,3.0,No,440.0,137.0,,8254.57,262000000.0,"Padre Hurtado, Padre Hurtado, Región Metropolitana",Venta Usada,                      Geraldine Bravo                  ,G & P PROPIEDADES YOUR IDEAL HOME,02/04/2022
268,6022837,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/esmeraldaaconcagua/6022837,Casa,3.0,2.0,1.0,No,95.0,75.0,,2583.49,82000000.0,"Colina, Esmeralda/Aconcagua",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,31/03/2022
269,6111575,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/av-eliodoro-yanez-amlo-herrera-am/6111575,Casa,5.0,4.0,1.0,No,841.0,262.0,,13750.0,436425000.0,"San Bernardo, Av eliodoro yañez  (am)/lo herrera (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,31/03/2022
270,5771611,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/villa-juvencio-valle/5771611,Casa,2.0,1.0,1.0,No,63.0,48.0,,2047.89,65000000.0,"San Bernardo, Villa Juvencio Valle",Venta Usada,                      Castro Propiedades                  ,Unne,02/04/2022
271,5054707,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/filodendro-sur/5054707,Casa,2.0,1.0,1.0,,147.0,50.0,1993.0,3400.0,107916000.0,"Maipú, Filodendro Sur",Venta Usada,                      Catherine Rodriguez                  ,,15/02/2022
272,6719759,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/6719759,Casa,3.0,2.0,1.0,No,250.0,145.0,,9451.8,300000000.0,"Peñalolén, Peñalolén, Región Metropolitana",Venta Usada,                      Manuel Riquelme                  ,Dosque y Riquelme Consultores Inmobiliarios,01/04/2022
273,6007807,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/bernardo-larrain-cotapos/6007807,Casa,8.0,4.0,3.0,No,735.0,320.0,,27605.0,876182700.0,"Lo Barnechea, Bernardo Larrain Cotapos",Venta Usada,                      Victoria - Lo Barnechea Costa                  ,Urbalia,03/04/2022
274,6547305,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/estacion-central/6547305,Casa,4.0,2.0,,,90.0,90.0,1980.0,2457.47,78000000.0,"Estación Central, Estacion Central",Venta Usada,                      Patricia Silva                  ,,29/03/2022
275,6721590,Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/orientacion-estimativa-entre-costanera-norte-y-jose-miguel-infante/6721590,Casa,2.0,2.0,1.0,No,60.0,50.0,,2362.95,75000000.0,"Renca, Orientación estimativa entre Costanera norte y José Miguel Infante",Venta Usada,                      Sebastian - Maipu Roman                  ,Urbalia,02/04/2022
276,6818705,Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/alonso-de-reinoso-2351/6818705,Casa,3.0,1.0,2.0,,200.0,140.0,,5482.04,174000000.0,"Independencia, Alonso de Reinoso 2351",Venta Usada,                      Corredor Pro SpA.                  ,Corredorpro Spa,31/03/2022
277,6180456,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-2-pisos-en-avda-gabriela/6180456,Casa,2.0,1.0,,No,154.0,94.0,,3150.6,100000000.0,"Puente Alto, Casa 2 Pisos en Avda. Gabriela",Venta Usada,                      Corretajes Prosal Ltda.                  ,Corretajes Prosal,31/03/2022
278,6726246,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-hualtatas-texas/6726246,Casa,4.0,3.0,2.0,No,294.0,140.0,,15000.0,476100000.0,"Vitacura, Las Hualtatas - Texas",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,02/04/2022
279,6491350,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/avenida-santa-amalia-colombia/6491350,Casa,4.0,2.0,1.0,,120.0,99.0,,4725.9,150000000.0,"La Florida, Avenida Santa Amalia - Colombia",Venta Usada,                      Jorge Mauro Díaz                  ,Mauro Propiedades,11/02/2022
280,6825033,Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/punta-de-angamos/6825033,Casa,3.0,1.0,2.0,,123.0,72.0,2008.0,2520.48,80000000.0,"Renca, Punta de Angamos",Venta Usada,                      Mel V                  ,,01/04/2022
281,4823949,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/gran-viael-canal/4823949,Casa,4.0,4.0,,No,810.0,356.0,,46000.0,1460040000.0,"Vitacura, Gran vía/el canal",Venta Usada,                      Pro Partners Propiedades                  ,Pro Partners Propiedades,03/04/2022
282,5058701,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/chanarcillo-9067/5058701,Casa,4.0,1.0,1.0,,300.0,164.0,1970.0,3213.61,102000000.0,"Santiago, Chañarcillo 9067",Venta Usada,                      Ascaim Spa                  ,Ascaim Propiedades,29/03/2022
283,4966489,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-quillayessanta-raquel/4966489,Casa,4.0,1.0,,No,260.0,112.0,,3780.72,120000000.0,"La Florida, Los Quillayes/Santa Raquel",Venta Usada,                      Aleida Lama Propiedades                  ,Aleida Lama Propiedades,02/04/2022
284,6065310,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-region-metropolitana/6065310,Casa,3.0,3.0,,No,204.0,126.0,,16800.0,533232000.0,"Santiago, Santiago, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
285,5965354,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/altos-del-raco-cordillera/5965354,Casa,3.0,3.0,,No,180.0,101.0,,5337.0,169396380.0,"Puente Alto, Altos del raco, cordillera",Venta Usada,                      Zan Rajevic                  ,Nativo Propiedades,31/03/2022
286,5701773,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/paradero-34-y-medio-de-gran-avenida/5701773,Casa,3.0,3.0,4.0,No,361.0,146.0,,7333.0,232749420.0,"El Bosque, paradero 34 y medio de gran avenida",Venta Usada,                      Grupo IPRO                  ,Unne,02/04/2022
287,6474890,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/alto-macul/6474890,Casa,5.0,6.0,2.0,,600.0,240.0,,15122.87,480000000.0,"La Florida, Alto macul",Venta Usada,                      Inmobiliaria Barrio Nuevo SpA                  ,Inmobiliaria Barrio Nuevo SpA,10/02/2022
288,6693781,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/nueva-maria-monvel-carlos-silva-vildosola-sin-comision/6693781,Casa,4.0,4.0,,No,565.0,170.0,,20750.0,658605000.0,"La Reina, Nueva!!! maria monvel, carlos silva vildosola, sin comision",Venta Usada,                      martin momares                  ,Nativo Propiedades,01/04/2022
289,6509682,El Monte,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-monte/casa/amm56797-cam-a-melipilla-el-monteamm-condominio-mediterraneo/6509682,Casa,3.0,3.0,1.0,No,480.0,150.0,,6128.61,194522000.0,"El Monte, (amm-56797) cam. A melipilla - el monte/(amm) condominio mediterraneo",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,03/04/2022
290,5211953,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-husares/5211953,Casa,3.0,2.0,1.0,No,122.0,82.0,2012.0,4253.31,135000000.0,"Quilicura, Los Húsares",Venta Usada,                      Ascaim Spa                  ,Ascaim Propiedades,29/03/2022
291,6618098,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/bulnes-correacarlos-pena-otaegui/6618098,Casa,4.0,4.0,,No,470.0,216.0,,24500.0,777630000.0,"Las Condes, Bulnes correa/carlos peña otaegui",Venta Usada,                      Pro Partners Propiedades                  ,Pro Partners Propiedades,02/04/2022
292,5598978,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/jose-rabat-8600/5598978,Casa,3.0,3.0,6.0,No,576.0,187.0,,17600.0,558624000.0,"Colina, José Rabat 8.600",Venta Usada,                      DLF Propiedades                  ,Unne,31/03/2022
293,6608339,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalez-la-reina/6608339,Casa,5.0,4.0,2.0,No,180.0,300.0,,16000.0,507840000.0,"La Reina, Simón González , La Reina",Venta Usada,                      Silvia Isaacson Jusid                  ,Agente365 chile,31/03/2022
294,6581931,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/martin-alonso-de-pinzon/6581931,Casa,3.0,3.0,3.0,No,205.0,82.0,,9960.0,316130400.0,"Las Condes, Martín Alonso de Pinzon",Venta Usada,                      Valentina Ortigosa                  ,Unne,02/04/2022
295,6467158,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/las-brisas-3688/6467158,Casa,3.0,1.0,1.0,,120.0,120.0,2000.0,2835.54,90000000.0,"Maipú, Las Brisas 3688",Venta Usada,                      SOLEDAD LAVANDERO                  ,,10/02/2022
296,5445523,Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/balmacedaberlin/5445523,Casa,3.0,3.0,4.0,No,5000.0,250.0,,12100.0,384054000.0,"Peñaflor, Balmaceda/berlin",Venta Usada,                      Mauricio Pino Propiedades                  ,Mauricio Pino Propiedades,01/04/2022
297,6626000,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-san-carlos-agav-concha-y-toro/6626000,Casa,5.0,3.0,,No,142.0,113.0,,5356.02,170000000.0,"Puente Alto, Av. San carlos (ag)/av. Concha y toro",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,03/04/2022
298,5462112,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/pasaje-volcan-tronador/5462112,Casa,2.0,1.0,1.0,,62.0,59.0,1984.0,1417.77,45000000.0,"El Bosque, Pasaje Volcán Tronador",Venta Usada,                      Ascaim Spa                  ,Ascaim Propiedades,29/03/2022
299,5177408,Talagante,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/parcela-en-calera-de-tango-condominio/5177408,Casa,4.0,5.0,,No,5046.0,420.0,,15000.0,476100000.0,"Talagante, Parcela en Calera de Tango. Condominio",Venta Usada,                      Valentina Ortigosa                  ,Unne,02/04/2022
300,4788551,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/4788551,Casa,3.0,3.0,2.0,No,125.0,114.0,,7403.91,235000000.0,"Peñalolén, Peñalolén, Región Metropolitana",Venta Usada,                      María Eugenia Badilla Henríquez                  ,La Mia Proprietà,31/03/2022
301,6604311,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/6604311,Casa,3.0,1.0,,No,0.0,0.0,,1732.83,55000000.0,"San Bernardo, San Bernardo, Región Metropolitana",Venta Usada,                      Marta  Bustillos C.                  ,Bucas Propiedades,31/03/2022
302,3417405,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/camino-las-cumbres/3417405,Casa,4.0,3.0,,No,387.0,137.0,,10500.0,333270000.0,"La Florida, camino las Cumbres/.",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,02/04/2022
303,6457438,Macul,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandez/6457438,Casa,3.0,2.0,1.0,,131.0,120.0,,4398.24,139600000.0,"Macul, Exequiel Fernández",Venta Usada,                      Novavista                  ,Novavista,10/02/2022
304,2935623,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/estacion-central/2935623,Casa,10.0,8.0,2.0,,500.0,,,6175.17,196000000.0,"Estación Central, Estación Central",Venta Usada,                      Marianella Vergara                  ,,01/04/2022
305,6514336,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/reina-sur-colina/6514336,Casa,4.0,4.0,2.0,No,2500.0,2500.0,,5671.08,180000000.0,"Colina, Reina Sur, Colina",Venta Usada,                      Vilches Gestión Inmobiliaria                  ,Agente365 chile,03/04/2022
306,6661689,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/cerro-la-paloma-11000/6661689,Casa,5.0,4.0,4.0,,1102.0,301.0,,27500.0,872850000.0,"Lo Barnechea, Cerro La Paloma 11000",Venta Usada,                      Francisco Norambuena                  ,Gesinprop Gestión Inmobiliaria,29/03/2022
307,3676082,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/condominio-polo-mahuida-country-club/3676082,Casa,5.0,4.0,1.0,No,5230.0,530.0,,25000.0,793500000.0,"Colina, Condominio Polo Mahuida Country Club",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,02/04/2022
308,6707786,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/evaristo-lillo-390/6707786,Casa,3.0,3.0,3.0,No,270.0,160.0,,18557.03,589000000.0,"Las Condes, evaristo lillo 390",Venta Usada,                      Carmen Paz Puelma                  ,Mi Llave,31/03/2022
309,6604888,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/la-cisterna-region-metropolitana/6604888,Casa,5.0,3.0,6.0,No,390.0,150.0,,7844.99,249000000.0,"La Cisterna, La Cisterna, Región Metropolitana",Venta Usada,                      Ana Maria Acevedo                  ,AMA Propiedades,31/03/2022
310,6511151,Pirque,https://chilepropiedades.cl/ver-publicacion/venta-usada/pirque/casa/la-escuela-pirque/6511151,Casa,11.0,5.0,2.0,No,274.0,746.0,,8821.68,280000000.0,"Pirque, La Escuela, Pirque",Venta Usada,                      Vilches Gestión Inmobiliaria                  ,Agente365 chile,02/04/2022
311,5890400,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/estacion-curacautin/5890400,Casa,4.0,2.0,2.0,,114.0,102.0,2010.0,2804.03,89000000.0,"Puente Alto, Estación Curacautín",Venta Usada,                      SOLEDAD LAVANDERO                  ,,10/02/2022
312,6824857,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pasaje-sagitario/6824857,Casa,2.0,1.0,3.0,,75.0,55.0,2008.0,2000.0,63480000.0,"Santiago, Pasaje Sagitario",Venta Usada,                      ariel saez                  ,,01/04/2022
313,6731516,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/las-torres/6731516,Casa,3.0,,,No,0.0,0.0,,5040.96,160000000.0,"Quilicura, Las torres",Venta Usada,                      Casual  Propiedades.                  ,casualpropiedades,03/04/2022
314,5400145,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/salitrera-bellavista/5400145,Casa,3.0,2.0,1.0,,81.0,80.0,,2047.89,65000000.0,"Puente Alto, Salitrera Bellavista",Venta Usada,                      VERCETTI PROPIEDADES                  ,Vercetti Propiedades,29/03/2022
315,6024612,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu/6024612,Casa,4.0,2.0,,No,136.0,115.0,,4348.0,138005520.0,"Maipú, maipu",Venta Usada,                      YM Propiedades                  ,Unne,02/04/2022
316,6359377,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/condominio-jardines-de-las-vizcachas/6359377,Casa,3.0,3.0,2.0,,180.0,85.0,,4990.0,158382600.0,"Puente Alto, Condominio Jardines de Las Vizcachas",Venta Usada,                      ana maria martinez donoso                  ,Carolina Martinez Propiedades,31/03/2022
317,5115641,Buin,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/buin-region-metropolitana/5115641,Casa,5.0,2.0,2.0,No,450.0,240.0,,13265.0,421031100.0,"Buin, Buin, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,31/03/2022
318,6182274,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campino/6182274,Casa,4.0,2.0,2.0,No,156.0,90.0,,6000.0,190440000.0,"Quilicura, Valle Lo Campino",Venta Usada,                      Ismael Orrego                  ,Unne,01/04/2022
319,6332316,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/la-reina/6332316,Casa,4.0,2.0,2.0,No,190.0,99.0,,9250.0,293595000.0,"Santiago, La reina",Venta Usada,                      Carmen - Buin Avilez                  ,Urbalia,31/03/2022
320,6615017,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/2522-miguel-covarrubias-puente-alto-region-metropolitana/6615017,Casa,4.0,1.0,2.0,No,84.0,55.0,,2384.0,75668160.0,"Puente Alto, 2522 Miguel Covarrubias Puente Alto, Región Metropolitana",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,02/04/2022
321,6144160,Lampa,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-tulipanes-6000/6144160,Casa,3.0,3.0,2.0,,254.0,99.0,2007.0,4500.0,142830000.0,"Lampa, Los Tulipanes 6000",Venta Usada,                      Jorge Figueroa                  ,Behouse,08/02/2022
